Name,Runtime,num_epochs,activation_fn,data_augm_level,latent_size,loss_fn,vae_beta_norm,variational,hpatches_overall,matching_overall,retrieval_overall,verification_overall,hpatches_norm_mean,matching_norm,retrieval_norm,verification_norm,mse,psnr,ssim,loss,matching.e,matching.h,matching.t,retrieval.e.100,retrieval.e.1000,retrieval.e.10000,retrieval.e.15000,retrieval.e.20000,retrieval.e.500,retrieval.e.5000,retrieval.e.mean,retrieval.h.100,retrieval.h.1000,retrieval.h.10000,retrieval.h.15000,retrieval.h.20000,retrieval.h.500,retrieval.h.5000,retrieval.h.mean,retrieval.mean.100,retrieval.mean.1000,retrieval.mean.10000,retrieval.mean.15000,retrieval.mean.20000,retrieval.mean.500,retrieval.mean.5000,retrieval.t.100,retrieval.t.1000,retrieval.t.10000,retrieval.t.15000,retrieval.t.20000,retrieval.t.500,retrieval.t.5000,retrieval.t.mean,verification.e.inter.balanced.auc,verification.e.inter.imbalanced.ap,verification.e.intra.balanced.auc,verification.e.intra.imbalanced.ap,verification.h.inter.balanced.auc,verification.h.inter.imbalanced.ap,verification.h.intra.balanced.auc,verification.h.intra.imbalanced.ap,verification.mean.inter.balanced.auc,verification.mean.inter.imbalanced.ap,verification.mean.inter.mean,verification.mean.intra.balanced.auc,verification.mean.intra.imbalanced.ap,verification.mean.intra.mean,verification.t.inter.balanced.auc,verification.t.inter.imbalanced.ap,verification.t.intra.balanced.auc,verification.t.intra.imbalanced.ap,val_loss,val_mse
pretty-sweep-48,16427,200,relu,1,32,msssim,0.00001,1,0.3527587905,0.1307582064,0.3088892102,0.618628955,0.9614578759,0.9907647419,1,0.8936088857,0.0150056582,17.97411314,0.3899739846,0.1965164714,0.2615197853,0.09410105357,0.03665378033,0.6901962911,0.5150346682,0.3849336419,0.3650089034,0.3522182804,0.5620291041,0.422496826,0.4702739716,0.5444111529,0.3153412619,0.1883038529,0.1721922619,0.1623177304,0.3701684805,0.2207877179,0.2819317877,0.5504994988,0.3403026164,0.2226966172,0.2072205395,0.1976376325,0.3902176619,0.2536499798,0.4168910853,0.1905320034,0.0948522961,0.08446045075,0.07837690686,0.2384554214,0.1176653875,0.1744619459,0.8264683238,0.6451284801,0.7945587332,0.5647166707,0.7580753706,0.5134721429,0.7206364829,0.4272853294,0.7652795043,0.5313135176,0.6482965109,0.7292435099,0.4486792881,0.588961399,0.7112948183,0.4353399297,0.6725353135,0.3540358643,0.1998656588,0.01509724278
bumbling-sweep-47,16406,200,relu,1,32,msssim,0.0001,1,0.352840552,0.1301963141,0.3087233603,0.6196019816,0.9621875961,0.9864036465,0.9992497702,0.9009093718,0.01496043871,18.00676239,0.3906853765,0.1965838983,0.2602128386,0.09412205429,0.03625404947,0.6908101772,0.5144197244,0.3843030499,0.3643846425,0.3516841889,0.561330961,0.4212085855,0.4697344899,0.5452535334,0.3154489143,0.1884849176,0.1720047255,0.1622744481,0.3705288798,0.2211264407,0.2821602523,0.5511735082,0.3399761617,0.2224814147,0.2068969756,0.1973713189,0.389927119,0.2532371581,0.4174569372,0.1900597389,0.09465621977,0.08430161964,0.07815533502,0.2379214451,0.1173764552,0.1742753685,0.8281675185,0.6463168352,0.79574325,0.5649337628,0.7595936805,0.514408121,0.7215590858,0.4273768936,0.7668697138,0.5324095653,0.6496396396,0.7302579503,0.4488706972,0.5895643237,0.7128479424,0.4365037398,0.673471515,0.3543014351,0.199956851,0.01504366938
ruby-sweep-46,16471,200,relu,1,32,msssim,0.001,1,0.351895627,0.1297525385,0.3078893125,0.6180450301,0.9558880001,0.9829593069,0.9954769163,0.8892277772,0.01504440952,17.95818644,0.3907800813,0.2000167998,0.2613249077,0.09260211255,0.0353305953,0.6917304744,0.5156606459,0.3859519466,0.3657191775,0.3532286182,0.5625183532,0.4235143777,0.4711890519,0.5418225116,0.3127352462,0.186998107,0.1711867731,0.1614123937,0.3667135266,0.2199475179,0.2801165879,0.5487373471,0.3387821913,0.2222531587,0.2068491429,0.1973870546,0.387988776,0.2532275021,0.4126591196,0.1879506658,0.09380943392,0.08364149645,0.07752014007,0.2347344676,0.1162206369,0.1723622978,0.82836612,0.6451885375,0.7965058265,0.5660800726,0.7574174267,0.5107518611,0.7200925291,0.4265497819,0.7651594781,0.5293413118,0.6472503949,0.7292129,0.4484664304,0.5888396652,0.7096948876,0.4320835367,0.6710403446,0.3527694367,0.2034198353,0.01514221728
confused-sweep-45,16500,200,relu,1,32,msssim,0.01,1,0.3310340336,0.1152921167,0.2903588712,0.587451113,0.8155295029,0.8707255521,0.9161771524,0.6596858042,0.01529522746,17.80396495,0.3869533654,0.2253083801,0.2440509186,0.07544753363,0.0263778978,0.6837869649,0.5044685856,0.3740348079,0.3539439003,0.3411638688,0.5512667329,0.4117390213,0.4600577056,0.5081765739,0.2843859265,0.169370564,0.1547751388,0.1459123391,0.3357222488,0.1991128616,0.2567793727,0.5223197341,0.3183139861,0.2089654952,0.1943045855,0.1852962524,0.3652045727,0.2381072044,0.374995626,0.1660875096,0.08349111089,0.07419470106,0.06881255584,0.2086247603,0.1034697433,0.154239431,0.8126787635,0.6102301555,0.782922121,0.5334159872,0.7276825308,0.4650361909,0.6946592997,0.3895432974,0.7393208081,0.4883495727,0.6138351904,0.7073418687,0.4147922023,0.5610670355,0.67760113,0.3897823716,0.6444441856,0.3214173224,0.2291825875,0.01536622737
amber-sweep-44,8695,200,relu,1,32,bce,0.00001,1,0.3411805907,0.1104781397,0.295095861,0.6179677716,0.886538467,0.8333621388,0.9376051451,0.8886481172,0.01141207711,18.9971217,0.3637426362,0.5185989784,0.2248311625,0.07641145827,0.03019179822,0.6755792923,0.4943013503,0.3597643736,0.3392347305,0.3263320485,0.5430909202,0.3986477983,0.448135823,0.533136829,0.2995057241,0.1727932868,0.1568692538,0.1473770641,0.3563322466,0.2047998304,0.2672591805,0.5421661735,0.3267080486,0.2069001198,0.1913178116,0.1818217039,0.3787941635,0.2379631549,0.4177822355,0.1863171105,0.08814268529,0.07784944854,0.07175602021,0.2369592466,0.1104418837,0.1698926687,0.820864245,0.6373820658,0.7808926154,0.5497199922,0.7629228502,0.518675441,0.7156158478,0.4223529954,0.7697028581,0.5353921836,0.6525475209,0.7239730758,0.4428029688,0.5833880223,0.7253214791,0.450119044,0.6754107641,0.3563359187,0.5527533687,0.01150462218
astral-sweep-43,8731,200,relu,1,32,bce,0.0001,1,0.3403346291,0.1070478086,0.292016983,0.6219390958,0.8829533113,0.8067378164,0.923677698,0.9184444194,0.01147222638,18.95624514,0.3620507484,0.5190301724,0.2175861328,0.07425782519,0.0292994679,0.670928678,0.488364896,0.3526560192,0.3321801119,0.3192251144,0.5376159314,0.3917451299,0.4418165684,0.5314777023,0.2974202158,0.1700789212,0.1538591675,0.144315775,0.3554500317,0.2021261299,0.2649610937,0.5402389765,0.3238542974,0.2032581717,0.1875584126,0.1780204028,0.3766843379,0.2345044613,0.4183104926,0.1857778644,0.0870396082,0.07663594312,0.07052028347,0.2369869909,0.1096421281,0.1692733467,0.8229647485,0.6404865724,0.7829634588,0.5531741531,0.7668526611,0.5239912221,0.7193952454,0.4274872586,0.7732108447,0.5399643544,0.6565875996,0.7272983546,0.4472828294,0.587290592,0.7298151246,0.4554152687,0.6795363598,0.3611870765,0.5532826827,0.01156934537
clear-sweep-42,8446,200,relu,1,32,bce,0.001,1,0.3071163791,0.07723507356,0.2624692917,0.5816447719,0.6604956366,0.5753479415,0.7900173463,0.6161216221,0.01155621975,18.79821204,0.3611817655,0.521589159,0.1704729192,0.04548771275,0.01574458877,0.6754580215,0.4697331924,0.3218221412,0.2999773454,0.2863102893,0.5222689669,0.363243088,0.4198304117,0.4944919671,0.2550270949,0.1364331462,0.1219843228,0.1137607693,0.3073507154,0.1660166895,0.2278663814,0.5148445368,0.2909118235,0.1751294732,0.1601402164,0.1511511058,0.3403578997,0.2047502548,0.3745836024,0.1479751699,0.06713313976,0.05845897426,0.05338228818,0.1914540163,0.08499103591,0.1397111863,0.8026214891,0.6028886969,0.7691884271,0.5202435614,0.7230852146,0.4635315368,0.6857093931,0.3801030301,0.7351620546,0.4867615265,0.6109617905,0.6988028704,0.4058526364,0.5523277534,0.67977946,0.3938643457,0.6415107909,0.3172113176,0.5554002884,0.01164814271
cerulean-sweep-41,8326,200,relu,1,32,bce,0.01,1,0.2080549837,0.005469015943,0.1063792855,0.5123166496,0.0660796251,0.01833970127,0.08393696614,0.09596220788,0.01321611742,17.83128794,0.3299979863,0.5356933735,0.01252079553,0.002848467018,0.001037785279,0.449546292,0.1788153343,0.07789938072,0.06684607905,0.06048738867,0.2328693776,0.1006730067,0.1667338461,0.3100031473,0.08941358895,0.03090566893,0.02588529938,0.02271930702,0.1270315165,0.04310422502,0.09272325039,0.3294409811,0.1063621715,0.04125678912,0.03501810879,0.03136668727,0.146064952,0.05514525995,0.2287735714,0.05085760502,0.01496530924,0.01232294658,0.01089336296,0.07829398294,0.02165856107,0.05968075991,0.7668141409,0.45603984,0.7399939118,0.3957941179,0.6857591455,0.3449971161,0.6582701032,0.2963244819,0.6978563184,0.3651807217,0.53151852,0.6709273222,0.3153022359,0.4931147791,0.6409956689,0.2945052089,0.6145179518,0.2537881079,0.5679715568,0.01331441198
devoted-sweep-40,16391,200,relu,0,32,msssim,0.00001,1,0.355808205,0.127901815,0.3071210682,0.6324017318,0.9858469643,0.9685950199,0.9920017278,0.9969441453,0.01307117741,18.2929926,0.3900279439,0.1926840544,0.2546113552,0.09267639708,0.03641769277,0.6896360992,0.5100217015,0.3784893551,0.3582395096,0.345444234,0.5573669688,0.4164358568,0.4650905132,0.54926041,0.314647039,0.1854791027,0.1693930808,0.1594298286,0.370455727,0.218719798,0.2810550034,0.554561317,0.3385565281,0.2191718668,0.2036210448,0.1939814687,0.3893962204,0.2505589724,0.4247872977,0.1910008318,0.0935471891,0.08323056411,0.07707036597,0.2403660291,0.1165212719,0.1752176583,0.8368819544,0.6602058954,0.8033798202,0.5786023757,0.772082931,0.53155294,0.7321413654,0.4421184328,0.7784575361,0.5483522601,0.6634048981,0.740030317,0.4627668138,0.6013985654,0.7264077229,0.453297945,0.6845697656,0.3675796331,0.1931490072,0.01317019109
spring-sweep-39,16485,200,relu,0,32,msssim,0.0001,1,0.3563596774,0.1286664406,0.3076035678,0.6328090236,0.9895713187,0.9745296189,0.9941843371,1,0.01305493955,18.28083188,0.3897671433,0.1928211986,0.2565578802,0.09301550646,0.03642593524,0.6900107028,0.5112699824,0.3802410016,0.3603124144,0.3475984686,0.5582317789,0.4181600981,0.4665463567,0.5486447991,0.315107766,0.1858203694,0.1698787221,0.1598854702,0.3704335181,0.2189957841,0.2812523544,0.5540181398,0.3390659094,0.2199673653,0.2046266198,0.1950145513,0.3893167973,0.2512155771,0.4233988954,0.1908199534,0.09384072472,0.08368876204,0.07755971995,0.2392851249,0.1164908314,0.1750119925,0.8367613248,0.6613389768,0.8038691569,0.5818468245,0.7715548622,0.5315452035,0.7321059122,0.4440203288,0.7779980857,0.5484322399,0.6632151628,0.7400606915,0.4647450773,0.6024028844,0.7256780702,0.4524125394,0.6842070052,0.3683680785,0.1937420555,0.01315473486
toasty-sweep-38,16508,200,relu,0,32,msssim,0.001,1,0.3534190519,0.1313116614,0.3081669211,0.6207785731,0.96717674,0.9950603517,0.9967326918,0.9097371764,0.01307037583,18.2853504,0.3897175692,0.1966138566,0.2645562922,0.09350903986,0.03586965204,0.694480066,0.5176338233,0.3879151678,0.3677470924,0.3547652061,0.5636563116,0.4255302411,0.4731039703,0.5433083154,0.3124751765,0.1859808887,0.1701576308,0.1605726994,0.3660605203,0.2184800181,0.2795764804,0.55023247,0.3390038311,0.2223531008,0.2071576715,0.1976223439,0.387668848,0.2531303167,0.4129089629,0.1869025447,0.09316326078,0.08356825292,0.07752914367,0.2332897193,0.1153806465,0.1718203723,0.8314402734,0.6506686537,0.7995883801,0.5702152988,0.7594018091,0.5145834002,0.7221001316,0.4285997089,0.7672634228,0.533480259,0.6503718409,0.7313912516,0.450979359,0.5911853053,0.7109481859,0.4351887231,0.672485243,0.3541230693,0.1973459043,0.01315954421
glamorous-sweep-37,16460,200,relu,0,32,msssim,0.01,1,0.3304798952,0.1164270263,0.2894462049,0.5855664546,0.8123760745,0.8795340893,0.912048664,0.6455454701,0.01331846632,18.1266881,0.3874332194,0.2217224631,0.2480028655,0.07512740899,0.02615080432,0.6904437191,0.5073631367,0.3755596167,0.3553568772,0.3424766827,0.554636277,0.4134279315,0.4627520144,0.5075361658,0.2812258011,0.1670005145,0.1523031258,0.1435658363,0.331912618,0.196172574,0.2542452514,0.5242814422,0.3167855144,0.2077165395,0.1932309866,0.1843198687,0.3633998334,0.2363893986,0.3748643494,0.161767617,0.08058947528,0.07203291519,0.06691707422,0.2036506272,0.09956767943,0.1513413936,0.812968895,0.6119002979,0.7853931659,0.5365520064,0.7233021362,0.4607933367,0.6931703871,0.3874676747,0.7359243989,0.4856084574,0.6107664282,0.706706132,0.4140268299,0.5603664809,0.6715021657,0.3841317377,0.641554843,0.3180608086,0.2225728474,0.01341662183
smart-sweep-36,8324,200,relu,0,32,bce,0.00001,1,0.3363548093,0.1016549973,0.2821970582,0.6252123723,0.8623806635,0.7648818131,0.8792568128,0.9430033647,0.01056675971,19.45572459,0.3885438564,0.5515034348,0.2074755789,0.07000484851,0.02748456447,0.6574830331,0.4708705693,0.341410827,0.3223564377,0.3102660863,0.5204445223,0.3780510315,0.4286974967,0.519722116,0.2834153785,0.1619575344,0.1471364063,0.1385384431,0.3399290583,0.1923923905,0.2547273338,0.5291761756,0.3103735745,0.1954110116,0.1808735877,0.1721585244,0.3624384403,0.2249483615,0.4103233552,0.1768347516,0.08286466903,0.07312795733,0.06767102943,0.2269418007,0.1044016413,0.1631664783,0.8257177931,0.6397648348,0.783997149,0.5499020007,0.7738591325,0.5264415496,0.7241077936,0.4272322745,0.7799173667,0.5423288337,0.6611231002,0.731758816,0.4468444726,0.5893016443,0.7401751745,0.4607801168,0.6871715054,0.3633991428,0.5506384687,0.01064502168
woven-sweep-35,8325,200,relu,0,32,bce,0.0001,1,0.3390560672,0.1109708964,0.2926665843,0.6135307209,0.8730534584,0.8371866426,0.9266161993,0.8553575334,0.01057324303,19.43522334,0.3879833036,0.5518386774,0.2301478086,0.07434171534,0.02842316521,0.6776831359,0.4950166074,0.3645587801,0.3448431799,0.3327202422,0.5431311812,0.4018681937,0.451402992,0.523800171,0.2901152619,0.169954028,0.1548476646,0.1459502411,0.3453661339,0.2003450125,0.261482656,0.5362892747,0.3212823868,0.2070600986,0.1921678782,0.1832761765,0.3717688024,0.2368214726,0.4073846311,0.178715278,0.08666745818,0.07681279024,0.07115807472,0.2268091084,0.108251204,0.1651140749,0.8207035168,0.6347365701,0.780984467,0.5464086783,0.7583162618,0.5106874962,0.7114328289,0.4150897072,0.7664690312,0.5292967169,0.647882874,0.7211777641,0.4371793714,0.5791785678,0.720387315,0.4424660844,0.6711159965,0.3500397289,0.5509820721,0.0106580751
sweepy-sweep-34,8336,200,relu,0,32,bce,0.001,1,0.2953880397,0.0717908273,0.2511480153,0.5632252764,0.5832734748,0.5330927288,0.7388050275,0.4779226682,0.0107696269,19.16964787,0.3815365086,0.5540107787,0.1645689755,0.03863428879,0.01216921764,0.6683080228,0.4619435837,0.3175232881,0.2955926301,0.2821117352,0.5157786261,0.3575649441,0.4141175151,0.4681618262,0.2349356294,0.1271116897,0.1140765079,0.1065747682,0.2863456845,0.1534964969,0.2129575163,0.492990762,0.2764671147,0.1682243496,0.1540893316,0.1456947327,0.3249260187,0.1956438273,0.342502458,0.1325220921,0.06003809006,0.05259884923,0.04839768815,0.1726537622,0.0758700606,0.1263689846,0.7913102539,0.5853188505,0.7626011576,0.5104860922,0.7016036498,0.43376194,0.6702621667,0.3608939166,0.7162382472,0.460944756,0.5885915016,0.6857929598,0.3899251428,0.5378590513,0.6558008379,0.3637534773,0.624515555,0.2983954195,0.5531910099,0.01085570268
comic-sweep-33,8323,200,relu,0,32,bce,0.01,1,0.1999174399,0.004472739207,0.09472604841,0.500553532,0.01651176992,0.01060715514,0.03122300807,0.007705146545,0.01254717051,17.91047337,0.3358250884,0.565492304,0.01047627397,0.002233380887,0.0007085627656,0.4116021714,0.1589505047,0.06733457475,0.05810128791,0.05311736997,0.2087887363,0.08714608741,0.1492915303,0.2782531976,0.07857133619,0.02602247051,0.02150902437,0.01926666904,0.111832484,0.03601950046,0.08163924515,0.2988730967,0.09446907043,0.03524083272,0.02995951474,0.02713583596,0.1303343326,0.04706960917,0.2067639899,0.04588536137,0.01236544917,0.01026822273,0.009023472578,0.07038176657,0.01804323362,0.0532473512,0.7555308426,0.4335930873,0.7307887823,0.3808175774,0.6749680521,0.3285252399,0.6497860757,0.2858064992,0.6874660892,0.3476718777,0.5175689834,0.6628340253,0.3042421357,0.4835380805,0.6318993728,0.2808973058,0.6079272179,0.2461023306,0.5645684417,0.0126352869
dazzling-sweep-32,17067,200,elu,3,32,msssim,0.00001,1,0.3462619424,0.1245576673,0.3000105619,0.6142175979,0.9209959016,0.9426396044,0.9598370229,0.8605110774,0.01535838194,18.2544075,0.3925050198,0.1647582455,0.2516798066,0.08841168742,0.0335815078,0.6819424183,0.5031256031,0.3737640081,0.3543070454,0.341728445,0.5506526603,0.4106302129,0.4594500661,0.5339079695,0.3039735442,0.1798003318,0.1642917742,0.1546913724,0.3589107317,0.2112033027,0.2723970115,0.5410624743,0.3301192522,0.2144924402,0.1995598525,0.1902025342,0.3801174164,0.2445202321,0.4073370423,0.1832585574,0.08991301182,0.08008072684,0.07418777452,0.2307888396,0.1117271042,0.1681847274,0.8251287984,0.6378277211,0.7925671876,0.5577640855,0.7559930407,0.5057121504,0.7178359954,0.4210536199,0.7634104963,0.5240713362,0.6437409163,0.726683808,0.4427047511,0.5846942795,0.7091096499,0.428674137,0.669648241,0.3492965479,0.2057075852,0.01544829551
scarlet-sweep-31,17159,200,elu,3,32,msssim,0.0001,1,0.3422749207,0.1207059565,0.296662569,0.6094562366,0.8940747414,0.912744767,0.9446922218,0.8247872356,0.01535855483,18.28866419,0.3941301931,0.1656412929,0.2453094728,0.08471855521,0.03208984155,0.6784643544,0.4990387535,0.3692399099,0.349916349,0.3373740876,0.5471227086,0.4059650011,0.4553030431,0.5300620634,0.2996636196,0.1764997298,0.1610132962,0.1515961148,0.3546407682,0.2079328135,0.2687726319,0.5374624133,0.3265494108,0.211225614,0.1963746697,0.1870897263,0.3766140938,0.2413220257,0.403860809,0.1809459024,0.08793717114,0.07819438857,0.07229894682,0.2280787332,0.1100682497,0.1659120172,0.8214602462,0.6300602366,0.7883996196,0.5499157575,0.7523675036,0.4993917166,0.7138685095,0.4155117171,0.7600211247,0.5178484254,0.6389347751,0.7229212951,0.4370341014,0.5799776982,0.7062356242,0.424093323,0.6664957561,0.3456748297,0.2062264344,0.01546416525
grateful-sweep-30,17173,200,elu,3,32,msssim,0.001,1,0.34004147,0.1175563274,0.2932292521,0.6093388304,0.8804556342,0.8882990967,0.9291614534,0.8239063525,0.01533962825,18.23227829,0.3933389899,0.1696956502,0.2391652996,0.08248526449,0.03101841808,0.6745143253,0.4936360039,0.3634985614,0.3440362667,0.3315208413,0.5418414371,0.4005114289,0.4499370158,0.5270223764,0.2964621157,0.1733393059,0.1579710363,0.1483297897,0.3508539988,0.2044002852,0.2654827237,0.5347782969,0.3231051862,0.2076722383,0.1926870942,0.1834094524,0.3730961978,0.2378562689,0.4027983211,0.1792173619,0.08617885768,0.0760539653,0.07037772884,0.2265931351,0.1086570719,0.1642680466,0.8211946069,0.6280327948,0.7877259782,0.5476043592,0.7530319422,0.4991202873,0.7141328828,0.4151909397,0.7605815772,0.5173342714,0.6389579243,0.7230777058,0.4363617671,0.5797197365,0.7075181827,0.4248497321,0.6673742564,0.3462900024,0.210640287,0.01545452047
silver-sweep-29,17139,200,elu,3,32,msssim,0.01,1,0.3227283574,0.1051872981,0.2758803964,0.5871173777,0.766720834,0.7922975679,0.8506831001,0.657181834,0.01546628859,18.10814096,0.38926008,0.1951459693,0.2235677353,0.0680090851,0.02398507379,0.6653004931,0.4803736189,0.3481926596,0.3285818799,0.3159630402,0.529714898,0.3851869634,0.4361876547,0.4967043358,0.2717000868,0.1562153716,0.1421888425,0.1333814801,0.3240116063,0.1849094986,0.2441587299,0.5105731487,0.3037495315,0.193367064,0.1791437268,0.1702478379,0.352140516,0.2219412178,0.3697146514,0.1591749186,0.07569318783,0.06666044957,0.06139898701,0.2026949609,0.09572716766,0.1472949088,0.8109850272,0.6036006019,0.7806721226,0.5256543848,0.7305210484,0.465103345,0.6969734725,0.3888723393,0.7408637846,0.4867671512,0.6138154679,0.7084314798,0.4124070952,0.5604192875,0.6810852781,0.3915975066,0.6476488443,0.3226945615,0.2367432497,0.01557896473
likely-sweep-28,8948,200,elu,3,32,bce,0.00001,1,0.3293711116,0.09827706757,0.2791599631,0.6106763041,0.8127079358,0.7386642005,0.8655183724,0.8339412344,0.01151429344,19.00280933,0.3610986133,0.4479718097,0.2032434065,0.06592708731,0.02566070892,0.6547340029,0.4699449322,0.3390596866,0.3199301077,0.3079054862,0.520236458,0.3760969691,0.4268439114,0.5110501693,0.2796893045,0.1591633766,0.1441314122,0.1356054415,0.3360497525,0.1894028267,0.2507274747,0.5223623514,0.3078161478,0.1930589825,0.1785365492,0.1698219776,0.3598950207,0.2226285338,0.4013029052,0.1738141466,0.0809538824,0.07154816733,0.06595497961,0.2233988782,0.1023858306,0.159908399,0.8146407469,0.6238830587,0.7726385786,0.533390824,0.7601015094,0.5092090828,0.7105054471,0.4112398075,0.7667303404,0.5258612282,0.6462957843,0.7187298243,0.4313838233,0.5750568238,0.7254487649,0.4444915432,0.6730454471,0.3495208384,0.5531104782,0.01161735039
clear-sweep-27,9011,200,elu,3,32,bce,0.0001,1,0.3272521484,0.09670723652,0.2765469253,0.6085022835,0.7992693583,0.7264800446,0.8536981747,0.8176298556,0.01154110944,18.96235801,0.3606946508,0.4486149522,0.2011295871,0.06414967519,0.02484244727,0.6537419015,0.4677230743,0.3365704444,0.3168944248,0.3047682322,0.5177132613,0.3737368936,0.4244497418,0.5079636492,0.2755497695,0.1564850845,0.1416223682,0.1328607385,0.3324091851,0.186313045,0.2476005405,0.5198266506,0.3047935963,0.1906911284,0.1761212349,0.167346254,0.3568942845,0.2201551944,0.3977744133,0.1711079714,0.07901788155,0.0698469306,0.06440977057,0.2205603906,0.1004156503,0.1575904191,0.8135377828,0.6211174945,0.7713770278,0.5310134504,0.758076094,0.5058487047,0.708399534,0.4086447622,0.7650402876,0.5229032869,0.6439717873,0.7169596645,0.429105895,0.5730327797,0.7235069859,0.4417436616,0.6711024316,0.3476594723,0.5535732285,0.01164430566
ruby-sweep-26,9049,200,elu,3,32,bce,0.001,1,0.2975646791,0.06310723061,0.2425763458,0.5870104609,0.6073686048,0.465695479,0.7000306833,0.6563796522,0.01165757224,18.83609784,0.3590150579,0.4515146147,0.1405250462,0.03606680433,0.01272984133,0.6407543438,0.4297728424,0.2840561527,0.2630143962,0.2511934528,0.4870813049,0.3239745058,0.3828352988,0.4780522365,0.2362725434,0.1198441233,0.1064224023,0.09855734138,0.2934319141,0.1481052183,0.2115265429,0.495755285,0.2692481279,0.154347524,0.1402066499,0.1322038323,0.3231332004,0.1831399351,0.3684592957,0.1416989416,0.05914227738,0.05118316622,0.04686070684,0.1888864105,0.07734005095,0.1333672702,0.8016063377,0.5961015838,0.7621646107,0.5071363336,0.7369999721,0.4740074563,0.6916936254,0.3831913695,0.7463098089,0.4939076629,0.6201087359,0.7024193044,0.4054050674,0.5539121859,0.700323117,0.4116139487,0.6533996771,0.3258874992,0.5560412601,0.01175840665
giddy-sweep-25,9068,200,elu,3,32,bce,0.01,1,0.2004198201,0.003459637429,0.09202309698,0.5057767259,0.02287805339,0.002744022378,0.01899608195,0.04689405585,0.01312352784,17.87227045,0.3310682028,0.4675552407,0.007982814502,0.001748676854,0.0006474209301,0.4020475402,0.1556409438,0.06068494036,0.05153773476,0.0462032025,0.2064479856,0.08056826859,0.1433043778,0.2731193853,0.07784474666,0.02394501846,0.01948511556,0.01710736402,0.1119711329,0.03362988228,0.07958609611,0.2933692038,0.09353009611,0.03227096424,0.02690611966,0.02388426475,0.1300908476,0.04411020502,0.2049406928,0.04710459751,0.01218293496,0.009695507994,0.008342225783,0.07185339162,0.01813246042,0.05317882448,0.7569742296,0.4391962317,0.7260783591,0.3757420456,0.6838270478,0.341165355,0.6517945535,0.2882003386,0.6951836162,0.3589532689,0.5270684425,0.6637934498,0.3051765688,0.4844850093,0.644749571,0.2964982201,0.6135074368,0.2515873221,0.5695394683,0.01323053613
skilled-sweep-24,17102,200,elu,2,32,msssim,0.00001,1,0.3472184834,0.1259569574,0.3023356795,0.6133628133,0.9259842207,0.9535001163,0.9703548001,0.8540977458,0.01504002109,18.31512598,0.3971609055,0.1831159857,0.2540354481,0.08963218045,0.03420324355,0.6848214429,0.5068301553,0.3771462731,0.3572748983,0.3446647709,0.5546849644,0.4140002455,0.4627746642,0.5365502832,0.3068175084,0.1821190081,0.1660284405,0.1561502544,0.3619296161,0.2138820793,0.2747824788,0.5435234904,0.3327526152,0.2167611122,0.201284647,0.1918913573,0.3830002844,0.2471361011,0.4091987066,0.1846102084,0.09101808643,0.08055058485,0.07485902153,0.2323863018,0.1135259978,0.169449836,0.8240118723,0.6367146795,0.7919190791,0.5569312058,0.7542843549,0.5048766302,0.7169483803,0.4208069906,0.761890068,0.5232745586,0.6425823133,0.7259235778,0.442363049,0.5841433134,0.7073739767,0.4282323661,0.668903274,0.3493509505,0.2026703671,0.01513644587
tough-sweep-23,17100,200,elu,2,32,msssim,0.0001,1,0.3445612656,0.1241286434,0.3005618453,0.6089933081,0.9076514947,0.9393097593,0.9623307787,0.8213139462,0.01501615025,18.27617352,0.3942996018,0.1836986425,0.2514164814,0.08781341723,0.03315603142,0.6827392568,0.505469351,0.375872258,0.3563327214,0.3438500699,0.5528436775,0.4126159408,0.4613890648,0.5324280234,0.3042991402,0.1802783069,0.1645417782,0.1549098132,0.3585040305,0.2123665408,0.2724753916,0.5401014686,0.3309563994,0.2154216915,0.2002200335,0.1909344643,0.3804779053,0.245821178,0.4051371212,0.1831007801,0.09011451361,0.07978555241,0.0740434886,0.230085997,0.1124810682,0.1678212136,0.8211739403,0.6304757517,0.7888306639,0.5509381668,0.7506868104,0.4987152199,0.7132572869,0.4155765974,0.7586418095,0.5174498027,0.6380458061,0.7225567116,0.4373249087,0.5799408102,0.7040646779,0.4231584365,0.6655821839,0.345459962,0.2031474451,0.01511660777
exalted-sweep-22,17187,200,elu,2,32,msssim,0.001,1,0.344405452,0.1230339211,0.2998123169,0.610370118,0.9071324495,0.9308131339,0.9589402522,0.8316439624,0.01518020652,18.244016,0.3952659623,0.187693201,0.249076533,0.0870257204,0.03299950991,0.6810781202,0.504525912,0.3742654223,0.3545885677,0.3418462762,0.551349372,0.4111569099,0.4598300755,0.5321180728,0.3040062469,0.1796333397,0.1640396728,0.1541192161,0.3580809073,0.2115309466,0.2719326317,0.5394451618,0.3305828571,0.214643538,0.1994546205,0.1898968667,0.379763931,0.244899109,0.4051392133,0.1832164388,0.09003187644,0.0797356219,0.07372506457,0.2298615395,0.1120094629,0.1676741838,0.8223893492,0.6313891997,0.7896744305,0.5513748335,0.7525396383,0.5005125847,0.7146497605,0.4168963466,0.7603292717,0.5189904406,0.6396598562,0.7237940271,0.4383667327,0.5810803799,0.7060588278,0.4250695374,0.6670578903,0.3468290179,0.2072530765,0.0152860349
